claim,evidence,evidence_length,random_shuffled_context,id,claim_id,claimant,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
5G at 60 GHz “stops the human body and blood absorbing oxygen”; this is what doctors are describing in COVID-19 cases,"The global spread of 5th generation (5G) wireless systems causes some concern about health effects of millimeter waves (MMW). To investigate biological effects of local exposure to 5G-MMW on human body, a novel 60 GHz band exposure setup was developed, and its performance was validated. A spatial synthetic beam-type exposure setup using two dielectric lens antennas was proposed to achieve high intensity 60 GHz irradiation to the target area of human skin. Variety distributions and intensities of electromagnetic fields at the exposed area, which is modified by incident angles of the combined beams, were simulated using finite-difference time-domain methods. The exposure performance we estimated was verified by temperature elevations of surface in a physical arm-shaped silicone phantom during the MMW exposure. The interference fringes generated in the exposed area due to the combined two-directional beam radiations were observed both in the simulation and in the phantom experiment but eliminated by applying an orthogonalizing polarized feeding structure. Under these exposure conditions, the local temperature changes, which could evoke warmth sensations, were obtained at the target area of the human forearm skin, which means the achievement of exposure performance we intended. [...] Citation: Hikage T, Ozaki R, Ishitake T and Masuda H (2021) Novel 60 GHz Band Spatial Synthetic Exposure Setup to Investigate Biological Effects of 5G and Beyond Wireless Systems on Human Body. Front. Public Health 9:777712. doi: 10.3389/fpubh.2021.777712",228,"Cavanna, L. et al. COVID-19 vaccines in adult cancer patients with solid tumours undergoing active treatment: seropositivity and safety. A prospective observational study in Italy. Eur. J. Cancer157, 441–449 (2021). [...] Wu, J. T. et al. Association of COVID-19 vaccination with SARS-CoV-2 infection in patients with cancer: a US nationwide Veterans Affairs study. JAMA Oncol.https://doi.org/10.1001/jamaoncol.2021.5771 (2021). [...] Di Noia, V. et al. Immunogenicity and safety of COVID-19 vaccine BNT162b2 for patients with solid cancer: a large cohort prospective study from a single institution. Clin. Cancer Res.https://doi.org/10.1158/1078-0432.Ccr-21-2439 (2021).",sciencefeedback_102_ret_b7_gn,sciencefeedback_102,David Icke,False,False,True,insufficient-neutral,sciencefeedback
5G at 60 GHz “stops the human body and blood absorbing oxygen”; this is what doctors are describing in COVID-19 cases,"Incorrect: 5G doesn’t currently use frequencies at 60 GHz, meaning that it cannot be responsible for any observed changes in human health. The electromagnetic frequencies used in 5G don’t deprive the body of oxygen. On the contrary, it is oxygen that absorbs the energy from electromagnetic waves, causing these waves to progressively lose energy with distance. [...] In March 2022, a Facebook reel originating from TikTok that featured conspiracy theorist and former football player David Icke went viral. In it, Icke wrongly claimed that the 60 GHz frequency of 5G ""stops the human body and blood absorbing oxygen"", an outcome compatible with COVID-19 symptoms. The video received more than 455,000 views on Facebook and 345,000 on TikTok. Other iterations of the same claim also appeared on TikTok. [...] The specific claim that 5G radiation blocks oxygen uptake by the blood and the lungs has no scientific basis and is incorrect, as this review will explain. In fact, the claim has been debunked before by fact-checking organizations.",166,"The Ministry of Health and its partners have increased their preparedness by building surveillance, testing, quarantine, and health worker capacity. The WHO has delivered protective and medical equipment, including tests and respirators. The Ministry of Health is strengthening the capacity of the medical facilities, and the government is deploying three different vaccines from various sources. [...] An initial Covid-19 vaccine deployment plan put out by the ministry of health targets 30 percent population coverage by mid-2023, with two thirds of the vaccines expected to be provided by GAVI/COVAX and the remainder procured by government. The first phase of deployment, which aims to cover 3 percent of the population by end-June 2021, would focus on frontline health workers. The first batch of the vaccine covering 0.5 percent of the population arrived in the country in early March 2021. A rapid resurgence of infections in March 2021 led to reversal of relaxation measures introduced since mid-2020. On March 26, the authorities reimposed containment measures in Nairobi and four neighboring counties, including a ban on movement in and out of the area; cessation of in-person meetings, worship, and dining; closure of bars; extension of curfew hours and withdrawal of curfew passes; directing employees to work from home; sending the Parliament on recess; and closing schools and universities again (primary and secondary schools had started planned 7-week recess the week before). In the remaining counties, physical participation in places of worship, funerals, and weddings is allowed with restrictions on the number of participants.",sciencefeedback_102_ret_bn_g0,sciencefeedback_102,David Icke,False,False,True,refutes,sciencefeedback
"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs","Manuka honey contains potent naturally-occurring antibacterial agents, such as the chemical methylglyoxal, making it especially effective for wound disinfection. However, manuka honey is only effective when applied topically to an infected wound, not when eaten. In addition, the process required to produce food-grade manuka honey may inactivate some of its antimicrobial properties, rendering it less effective for wound healing than medical-grade manuka honey.",63,"FULL CLAIM: Coronavirus contains 'HIV insertions', stoking fears over artificially created bioweapon The claim that the 2019 novel coronavirus (2019-nCoV) contains artificially-introduced insertions from the human immunodeficiency virus (HIV), thereby proving it is man-made, went viral on Facebook and other social media platforms like Twitter in early February 2020. One of the most viral of these articles appeared on websites known to publish misinformation in the past, such as ZeroHedge and Infowars, and was written by an anonymous person under the fictitious name of Tyler Durden. [...] Nevertheless, the paper’s findings have been used by many on social media as evidence to support the baseless assertion that 2019-nCoV is a man-made virus. The authors had reported finding ""4 insertions in the spike glycoprotein (S) which are unique to 2019-nCoV and are not present in other coronaviruses"". The authors further asserted that ""all of [these inserts] have identity/similarity to amino acids residues in key structural proteins of HIV-1 [which] is unlikely to be fortuitous in nature"".",sciencefeedback_108,sciencefeedback_108,Sara Burrows,Half True,True,True,insufficient-supports,sciencefeedback
"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs","This claim was published on a blog in 2017, but went viral on Facebook in January 2020, receiving more than 3.4 million views within the previous three months. The article claims in its headline that ""raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs"". [...] It is true that manuka is incredibly active against many, many different types of bacterial pathogens—including many types of superbugs (this review outlines the different organisms susceptible to manuka[3]—Note: I am declaring that I am an author). [...] The article in question does ""sensationalise"" the scientific claims, unfortunately. Manuka honey—and many other honey types—has a potent antibacterial activity that can inhibit (slow down the growth of and/or kill) many types of different bacteria, including those that are resistant to antibiotics (aka ""superbugs""). The antibacterial activity of honey comes from a number of factors:",142,"On 17 January 2023, the website The Exposé published an article, proclaiming in the headline that ""Secret CDC Report confirms nearly 120k Youngsters ‘Died Suddenly’ in the USA by Oct. 2022 following roll-out of COVID Vaccines"". Citing excess death statistics in the U.S. and non-COVID death statistics in the U.K., the article alleged that these were due to COVID-19 vaccination. No author was listed in the article’s byline, as is typically the case for articles by the Exposé, but an investigation by the organization Logically found that the website was owned by an individual named Jonathan Allen-Walker. [...] None of those datasets were included by The Exposé, which then ascribed excess deaths in the U.S. to COVID-19 vaccination by citing data from the U.K. Office of National Statistics (ONS) instead, specifically the report titled ""Deaths by Vaccination Status, England, 1 January 2021 to 31 May 2022"". Showing a graph of non-COVID deaths in people aged 18 to 39 in England for January to May 2022, the article highlighted the spikes in deaths in those who received one dose of vaccine compared to unvaccinated people. [...] Overall, these observations are inconsistent with the claim that COVID-19 vaccines are responsible for excess deaths in the young. Instead, the evidence points to COVID-19 as the main cause of excess deaths in the U.S. Rather than contributing to excess deaths, COVID-19 vaccines can instead help to minimize such deaths, given that they are highly effective at reducing a person’s risk of severe disease.",sciencefeedback_108_ret_bn_g0,sciencefeedback_108,Sara Burrows,Half True,False,True,supports,sciencefeedback
"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs","AUSTRALIAN researchers have been astonished to discover a cure-all right under their noses -- a honey sold in health food shops as a natural medicine. Far from being an obscure health food with dubious healing qualities, new research has shown the honey kills every type of bacteria scientists have thrown at it, including the antibiotic-resistant ""superbugs"" plaguing hospitals and killing patients around the world. Some bacteria have become resistant to every commonly prescribed antibacterial drug. But scientists found that Manuka honey, as it is known in New Zealand, or jelly bush honey, as it is known in Australia, killed every... AUSTRALIAN researchers have been astonished to discover a cure-all right under their noses - a honey sold in health food shops as a natural medicine. The health benefits of raw, unprocessed honey are well known, but in Australia, scientists recently made a startling discovery – that one particular type of honey is capable of killing just about everything scientists throw at it, including some of the worst bacteria known to man. The findings were published in the European Journal of Clinical Microbiology and Infectious Diseases (June 2009 edition), and could hold special significance at a time when many of the...",200,But a study quietly re-shared by the National Institutes of Health in spring suggests the tight-fitting mask may expose users to dangerous levels of toxic chemicals. [...] The study found that the chemicals released by these masks had eight times the recommended safety limit of toxic volatile organic compounds (TVOCs). [...] The study was published in the journal Ecotoxicology and Environmental Safety and on the NIH's website.,sciencefeedback_108_ret_bn_g17,sciencefeedback_108,Sara Burrows,Half True,False,True,supports,sciencefeedback
"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs","We previously reviewed a claim that ""raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs"", found to be partially correct: reviewers explained that manuka honey had potent antibacterial effects, even on some antibiotic-resistant bacteria, but only through topical application, not ingestion.",45,"Barium-induced health effects appear quickly following high-level acute exposure. Symptoms usually resolve soon after exposure ceases. Chronic exposure may result in kidney damage. [...] More information about barium can be obtained from your regional poison control center; your state, county, or local health department; the Agency for Toxic Substances and Disease Registry (ATSDR); your doctor; or a clinic in your area that specializes in occupational and environmental health. If the exposure happened at work, you may wish to discuss it with your employer, the Occupational Safety and Health Administration (OSHA), or the National Institute for Occupational Safety and Health (NIOSH). Ask the person who gave you this form for help in locating these telephone numbers. [...] ATSDR. 2005. Toxicological profile for barium and barium compounds (draft for public comment). U.S. Department of Health and Human Services. Agency for Toxic Substances and Disease Registry.",sciencefeedback_108_ret_bn_g2,sciencefeedback_108,Sara Burrows,Half True,False,True,insufficient-supports,sciencefeedback
"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs","This Type of Raw Honey Kills Every Kind of Bacteria, Even Super-Bugs! [...] Manuka Honey Kills MRSA & Other Superbugs: [...] The most exciting difference with the manuka honey that was tested, is that none of superbugs killed by the honey were able to build up an immunity against the honey, which is a common problem with today’s antibiotics.",59,"Childhood vaccination represents a great advancement in public health that has helped to eliminate or reduce the risk of diseases that in the past killed and disabled more than two million children worldwide per year. A robust body of evidence shows that the vaccines that are currently in use, including COVID-19 vaccines, are safe for children and not associated with a higher risk of adverse health outcomes.",sciencefeedback_108_ret_bn_g5,sciencefeedback_108,Sara Burrows,Half True,False,True,supports,sciencefeedback
"“sunscreen and then skin cancer, it's a direct correlation”; wearing sunglasses increases the risk of sunburn; sunscreen reduces vitamin D production","Skin cancers were the most common group of cancers diagnosed worldwide in 2022. Although some sunlight stimulates vitamin D production and provides health benefits, overexposure to ultraviolet sun radiation is the primary cause of skin cancer. Medical associations and public health authorities recommend limiting exposure and using sunscreen regularly when outdoors to minimize this risk.",55,"Vaccines do not cause neurological damage, aluminum levels in vaccines are safe Scientific evidence shows that vaccines are safe and not associated with autism. The amount of aluminum present in vaccines is very low, in fact much lower than the amount of aluminum in the diet of infants. Furthermore, the biologically active form of aluminum cannot cross the blood-brain barrier, hence it cannot cause damage to the brain or autism. [...] Several Facebook posts containing screenshots of Google search results purporting to show evidence linking aluminum in vaccines with neurological damage and autism were published in early March 2020. An article published by Collective Evolution in mid-February reported a similar claim made by Christopher Exley, professor of bioinorganic chemistry at Keele University, based on the findings of his study[1].",sciencefeedback_11,sciencefeedback_11,Social media users,False,True,True,insufficient-refutes,sciencefeedback
"“sunscreen and then skin cancer, it's a direct correlation”; wearing sunglasses increases the risk of sunburn; sunscreen reduces vitamin D production","In mid-July 2024, a Facebook reel with almost half a million views claimed there is ""a direct correlation"" between the introduction of sunscreen use and skin cancer. It added that wearing sunglasses reduces natural protection against sunburn. [...] For the same reason, wearing sunglasses will also not prevent the skin from producing vitamin D. We already explained that vitamin D synthesis occurs in the skin, stimulated by solar UVB radiation. Because this process also doesn’t involve the eyes, wearing sunglasses doesn’t interfere with it. In brief, wearing sunglasses doesn’t increase the risk of sunburn and vitamin D deficiency but can help prevent other health problems instead. Overexposure to solar and artificial UV radiation can harm the eyes in the same way it harms the skin. The American Academy of Ophthalmology explains that too much exposure to UV light increases the risk of eye problems, including cataracts and eye cancers. To minimize these risks, the association recommends ""wearing UV-blocking sunglasses"" that provide 100% protection against both UVA and UVB rays.",169,"Autonomic dysfunction and HPV immunization: an overview - PMID: 30478703 - DOI: 10.1007/s12026-018-9036-1 [...] This article reviews the case series reported from several countries describing patients with suspected severe side effects to the HPV vaccines. The described symptom clusters are remarkably similar and include disabling fatigue, headache, widespread pain, fainting, gastrointestinal dysmotility, limb weakness, memory impairment episodes of altered awareness, and abnormal movements. This constellation of symptoms and signs has been labeled with different diagnoses such as complex regional pain syndrome (CRPS), postural orthostatic tachycardia syndrome (POTS), small fiber neuropathy (SFN), myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS), or fibromyalgia. It is known that autoimmunity and autoantibodies are present in a subset of patients with CRPS, POTS, SFN, ME/CFS, and fibromyalgia. This article proposes that vaccine-triggered, immune-mediated autonomic dysfunction could lead to the development of de novo post-HPV vaccination syndrome possibly in genetically susceptible individuals. Being cognizant that a temporal relationship between vaccination and symptom onset does not necessarily equate to causality, mounting evidence of case series calls for well-designed case-control studies to determine the prevalence and possible causation between these symptom clusters and HPV vaccines. Since personalized medicine is gaining momentum, the use of adversomics and pharmacogenetics may eventually help identify individuals who are predisposed to HPV vaccine adverse events. [...] Hypothesis: Human papillomavirus vaccination syndrome--small fiber neuropathy and dysautonomia could be its underlying pathogenesis.Clin Rheumatol. 2015 Jul;34(7):1165-9. doi: 10.1007/s10067-015-2969-z. Epub 2015 May 20. Clin Rheumatol. 2015. PMID: 25990003 Review.",sciencefeedback_11_ret_bn_g0,sciencefeedback_11,Social media users,False,False,True,insufficient-refutes,sciencefeedback
"“sunscreen and then skin cancer, it's a direct correlation”; wearing sunglasses increases the risk of sunburn; sunscreen reduces vitamin D production","An Instagram post liked almost 10,000 times claims that sunglasses increase the likelihood of getting sunburned. This is false. The post caption says: ""[Sunglasses] trick the brain into thinking that it’s dark due to their dark lens. This leads to a reduction in the production of melanin which is essential for vitamin D synthesis. Wearing sunglasses therefore increases your risk of low vitamin D and sunburn."" As we will explain, the idea that melanin leads to vitamin D synthesis which then protects against sunburn is wrong at every step.",89,"Dubious websites and citation-free social media posts have attempted to suggest that these measles outbreaks are the result of immigrants who illegally crossed into the U.S. via the Southern border — a common but almost-always-false trope employed by those who oppose more open immigration policies. For example, pro-conspiracy, anti-vaccine website Natural News claimed on 28 April 2019 that, ""It’s the disease-ridden illegal aliens that are bringing infectious diseases into America"" in a story titled in part, ""The Measles Outbreak is a Massive False Flag."" That report cited a story from Alex Jones' Infowars that misrepresented a Fox News segment about a measles outbreak in New York. [...] No factual basis exists to support the claim that illegal immigrants are the cause of the increase in U.S. measles outbreaks. But multiple pieces of evidence do support the claim that unvaccinated people who have traveled to areas with high rates of measles and then returned to the U.S. are the cause of the uptick. As of 30 April 2019, measles outbreaks — defined by the CDC as three or more simultaneous cases in the same area — were identified in nine geographic areas: [...] This New York measles outbreak, comprising 423 of the 704 individual infections, represents the vast majority of cases that are part of this troubling resurgence of measles in 2019. It was caused not by illegal immigration across the Southern border, but by unvaccinated American citizens traveling abroad in Israel — a country that is currently having its own measles epidemic. Similarly, the outbreaks in California have been tied to four cases of people traveling abroad and returning to the United States:",sciencefeedback_11_ret_bn_g10,sciencefeedback_11,Social media users,False,False,True,insufficient-refutes,sciencefeedback
"“sunscreen and then skin cancer, it's a direct correlation”; wearing sunglasses increases the risk of sunburn; sunscreen reduces vitamin D production","It’s also perfectly fine to wear a hat and sunglasses to protect your face and eyes while exposing other parts of your body. Since the head is a small part of the body, it will only produce a small amount of vitamin D. [...] In fact, some studies estimate that sunscreen of SPF 30 or more reduces vitamin D production in the body by about 95–98% ( [...] SummaryIn theory, wearing sunscreen may reduce the ability to produce vitamin D, but short-term studies have shown it has little or no impact on blood levels. That said, it’s unclear whether frequently wearing sunscreen reduces your vitamin D levels in the long term.",111,"There is evidence that the COVID-19 mRNA vaccine can cause myocarditis, particularly in cases of the previous exposure. With most patients presenting after both doses of the vaccine, or after the first dose with prior SARS-CoV-2 infection, there may be a possibility of a hypersensitivity reaction occurring after the previous exposure [61, 64]. This reaction may be a delayed-type hypersensitivity reaction due to the two- to three-day period between vaccine administration and onset of symptoms seen in most patients [56, 64]. The first vaccine dose could act to sensitize the immune system, while the second dose causes the activation of the effector phase of the immune system [64]. Activated immune cells may migrate to the myocardium leading to release of cytokines into the myocardium. This process can stimulate further immune cells to enter the myocardium, leading to inflammation and the patient may present with myocarditis.",sciencefeedback_11_ret_bn_g8,sciencefeedback_11,Social media users,False,False,True,insufficient-refutes,sciencefeedback
“New Study Links Pfizer’s COVID Vaccine to ‘Turbo Cancer’”,"To date, more than 270 million people in the U.S. have received at least one dose of COVID-19 vaccine. Incidental cases of illnesses, including cancer, occurred even before COVID-19 vaccines existed. Therefore, in order to determine if vaccination raises the risk of illness, it isn’t enough to simply point to cases occurring after vaccination as evidence. One must compare the incidence of the illness following vaccination with the baseline incidence. There’s no evidence indicating that COVID-19 vaccines raise the risk of developing cancer or that they worsen cancer.",88,"Harvesting Vitamin D3 from Sheep Wool The most fascinating source of Vitamin D3 is lanolin - a natural fat found in sheep's wool. Lanolin contains 7-dehydrocholesterol, which is a precursor of Vitamin D3. In the industrial process, this ingredient is exposed to UVB radiation, transforming it into fully-fledged Vitamin D3. This process is a perfect example of how nature works with science to provide people with valuable nutrients. [...] Although lanolin from sheep wool is a popular source of Vitamin D3 in supplements, there are also other methods of obtaining it. Vitamin D3 can also be synthetically produced or obtained from other natural sources, such as fish oil. It is important to pay attention to their origin when choosing supplements, especially if you prefer vegan or vegetarian products.",sciencefeedback_114,sciencefeedback_114,Jonas Vesterberg,False,True,True,refutes,sciencefeedback
“New Study Links Pfizer’s COVID Vaccine to ‘Turbo Cancer’”,"FULL CLAIM: ""New Study Links Pfizer’s COVID Vaccine to ‘Turbo Cancer’""; ""A recent scientific study published in the journal Frontiers in Oncology links the Pfizer-BioNTech COVID-19 vaccine to the development of aggressive cancer."" On 13 July 2023, the website The Florida Standard published an article carrying the headline ""New Study Links Pfizer’s COVID Vaccine to ‘Turbo Cancer’"". Screenshots of the article’s headline circulated on social media in July 2023, with some users implying that this showed COVID-19 vaccines are unsafe like in this Instagram post. The claim is based on a study published in the journal Frontiers in Oncology in May 2023. [...] In summary, claims that a mouse study by Eens et al. shows COVID-19 vaccination causes ""turbo cancer"" misinterpret the study’s findings and fail to understand its limitations. The Florida Standard article distorted the conclusions of the study by claiming it showed a ""link to ‘turbo cancer’"", incorrectly lending readers the impression that the study was relevant to humans.",161,"Kennedy’s charity shared a Nov. 19 letter he wrote to Samoan Prime Minister Tuilaepa Sailele Malielegaoi, in which Kennedy encouraged officials to examine the MMR vaccine. ""To safeguard public health during the current infection and in the future, it is critical that the Samoan Health Ministry determine, scientifically, if the outbreak was caused by inadequate vaccine coverage or alternatively, by a defective vaccine,"" he wrote. [...] The World Health Organization estimated that in 2018, only 31 percent of infants in Samoa received the measles vaccine, a drop from 60 to 70 percent in previous years. The WHO attributed the extremely low rate in part to a public health scandal: Last year, two infants in Samoa died within hours of receiving the MMR vaccine. The country temporarily halted its vaccine program, but the vaccine did not cause the deaths. Two nurses improperly mixed the vaccines with a liquid muscle relaxant instead of water. The pair were sentenced to five years in prison for manslaughter. [...] Several countries, including Australia and New Zealand, which is contending with its own measles outbreak, have sent nurses and vaccines to Samoa. By mid-November, the United Nations Children’s Fund delivered 110,500 doses of measles vaccine.",sciencefeedback_114_ret_b0_gn,sciencefeedback_114,Jonas Vesterberg,False,False,True,refutes,sciencefeedback
