id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source,boolean_verdict
borderlines-8_ret_bn_g3,borderlines-8,Banc du Geyser is a territory of Comoros,Banc du Geyser,"The Comoros also lays claim to the Glorioso Islands, comprising Grande Glorieuse, Ile du Lys, Wreck Rock, South Rock, Verte Rocks (three islets), and three unnamed islets, one of France's Iles Eparses or Iles eparses de l'ocean indien (Scattered islands in the Indian Ocean) possessions. The Glorioso Islands were administered by the colonial Comoros before 1975, and are therefore sometimes considered part of the Comoros Archipelago. Banc du Geyser, a former island in the Comoros Archipelago, now submerged, is geographically located in the Iles Eparses, but was annexed by Madagascar in 1976 as an unclaimed territory. The Comoros now claims it as part of its exclusive economic zone. [...] The Comoros claims the Banc du Geyser and the Glorioso Islands as part of its exclusive economic zone.",Comoros,False,True,insufficient-contradictory,borderlines,True
borderlines-80_ret_b3_gn,borderlines-80,Ntem River is a territory of Cameroon,Ntem River,"Partie Camerounaise du Fleuve Ntem - Country:Cameroon - Site number:2067 - Area:39,848 ha - Designation date:05-06-2012 - Coordinates:02°22'N 10°33'E Partie Camerounaise du fleuve Ntem. 05/06/12; South Region; 39,848 ha; 02°22'45""N 010°33'13""E. A permanent freshwater river surrounded by marshes, trees and shrubs. As part of the biogeographic region of three countries: Cameroon, Equatorial Guinea and Gabon, this site is significantly rich in wildlife biodiversity. It supports over 80 species of large- and medium-sized mammals with 18 species of primates, 13 of which are considered threatened, including the endangered Chimpanzee (Pan troglodytes) as well as the critically endangered Western Gorilla (Gorilla gorilla). 28 species of bats have been identified with 2 endemic species: Nycteris major and Hipposiderus curtus. It also supports 1,500 plant species as well as 249 fish species with 4 endemic species, and serves as spawning grounds for several migrating fish species from the Atlantic Ocean. It is a source of livelihood for the resident population who carry out subsistence fishing, agriculture and the harvesting of non-timber forest products. Ramsar Site no. 2067. Most recent RIS information 2012.",Cameroon,False,True,insufficient-neutral,borderlines,True
borderlines-80_ret_b9_gn,borderlines-80,Ntem River is a territory of Cameroon,Ntem River,"The Campo (Spanish: Río Campo, French: Rivière Ntem) or Ntem River is a border river in Cameroon, mainland Equatorial Guinea and Gabon. It rises in Gabon, and flows into the Atlantic Ocean in Cameroon in the Bight of Biafra. [...] In Spanish: Río Campo para niños - Communes of Cameroon",Cameroon,False,True,insufficient-neutral,borderlines,True
borderlines-81_ret_b0_gn,borderlines-81,Okpara River is a territory of Nigeria,Okpara River,"The Okpara River is a river of Benin.[2] Originating in Borgou Department, it flows south and becomes the border between Nigeria and Benin before re-entering Benin and flowing into the Ouémé River, which ultimately drains into the Atlantic Ocean.[3] Several villages along the river are disputed between Benin and Nigeria.[4][5] [...] Climate [edit]Okpara River is a stream in Nigeria. It is located at an elevation of 75 meters above sea level. It has coordinates of 7°45'0"" N and 2°28'60"" E in DMS or 7.75 and 2.48333. The sun rises at 08:45 and sets at 20:52 local time (Africa/Lagos UTC/GMT+1). It is a Stream body of running water moving to a lower level in a channel on land.[7] [...] - ^ ""River Okpara, Nigeria"". ng.geoview.info. Retrieved 2023-07-10.",Nigeria,False,True,insufficient-contradictory,borderlines,True
borderlines-81_ret_b1_gn,borderlines-81,Okpara River is a territory of Nigeria,Okpara River,"The Okpara River is a river of Benin.[2] Originating in Borgou Department, it flows south and becomes the border between Nigeria and Benin before re-entering Benin and flowing into the Ouémé River, which ultimately drains into the Atlantic Ocean.[3] Several villages along the river are disputed between Benin and Nigeria.[4][5] Report says that the Okpara River heavily contaminated by toxic metals.[6] Okpara River is a stream in Nigeria. It is located at an elevation of 75 meters above sea level. It has coordinates of 7°45'0"" N and 2°28'60"" E in DMS or 7.75 and 2.48333. The sun rises at 08:45 and sets at 20:52 local time (Africa/Lagos UTC/GMT+1). It is a Stream body of running water moving to a lower level in a channel on land.[7]",Nigeria,False,True,insufficient-contradictory,borderlines,True
borderlines-81_ret_b4_gn,borderlines-81,Okpara River is a territory of Nigeria,Okpara River,"River Okpara (River Okpara) is a stream (class H - Hydrographic) in Nigeria (general), Nigeria (Africa) with the region font code of Africa/Middle East. It is located at an elevation of 75 meters above sea level. River Okpara is also known as Okpara, Okpara Riviere, Okpara Rivière, River Okpara. [...] Map and Photos River Okpara",Nigeria,False,True,supports,borderlines,True
borderlines-82_ret_b0_gn,borderlines-82,Okpara River is a territory of Benin,Okpara River,"The Okpara River is a river of Benin.[2] Originating in Borgou Department, it flows south and becomes the border between Nigeria and Benin before re-entering Benin and flowing into the Ouémé River, which ultimately drains into the Atlantic Ocean.[3] Several villages along the river are disputed between Benin and Nigeria.[4][5] [...] Climate [edit]Okpara River is a stream in Nigeria. It is located at an elevation of 75 meters above sea level. It has coordinates of 7°45'0"" N and 2°28'60"" E in DMS or 7.75 and 2.48333. The sun rises at 08:45 and sets at 20:52 local time (Africa/Lagos UTC/GMT+1). It is a Stream body of running water moving to a lower level in a channel on land.[7] [...] - ^ ""Okpara River, Benin - Geographical Names, map, geographic coordinates"". geographic.org. Retrieved 2023-08-08.",Benin,False,True,insufficient-contradictory,borderlines,True
borderlines-83_ret_b0_g1,borderlines-83,Orange River is a territory of South Africa,Orange River,"The Orange River (from Afrikaans/Dutch: Oranjerivier) is a river in Southern Africa. It is the longest river in South Africa. With a total length of 2,432 km (1,511 mi), the Orange River Basin extends from Lesotho into South Africa and Namibia to the north. It rises in the Drakensberg mountains in Lesotho, flowing westwards through South Africa to the Atlantic Ocean. The river forms part of the international borders between South Africa and Lesotho and between South Africa and Namibia, as well as several provincial borders within South Africa. Except for Upington, it does not pass through any major cities. The Orange River plays an important role in the South African economy by providing water for irrigation and hydroelectric power. The river was named the Orange River in honour of the Dutch ruling family, the House of Orange, by the Dutch explorer Robert Jacob Gordon. [...] - Map of portion of Orange River basin forming part of South Africa - ""Seeing Orange in the Kalahari"", article and astronaut photo at NASA Earth Observatory, July 18, 2021 - Information on the Orange River from the South African Department of Water Affairs and Forestry - Rivers of Lesotho - Orange River - Geography of ǁKaras Region - Internal borders of South Africa - International rivers of Africa - Karoo - Lesotho–South Africa border - Namibia–South Africa border - Ramsar sites in Namibia - Ramsar sites in South Africa - Rivers of Namibia - Rivers of the Eastern Cape - Rivers of the Free State (province)",South Africa,False,True,insufficient-supports,borderlines,True
borderlines-83_ret_b14_gn,borderlines-83,Orange River is a territory of South Africa,Orange River,"The Orange River (from Afrikaans/Dutch: Oranjerivier) is a river in Southern Africa. It is the longest river in South Africa. With a total length of 2,432 km (1,511 mi), the Orange River Basin extends from Lesotho into South Africa and Namibia to the north. It rises in the Drakensberg mountains in Lesotho, flowing westwards through South Africa to the Atlantic Ocean. The river forms part of the international borders between South Africa and Lesotho and between South Africa and Namibia, as well as several provincial borders within South Africa. Except for Upington, it does not pass through any major cities. The Orange River plays an important role in the South African economy by providing water for irrigation and hydroelectric power. The river was named the Orange River in honour of the Dutch ruling family, the House of Orange, by the Dutch explorer Robert Jacob Gordon. [...] The Orange River then runs westward through South Africa, forming the south-western boundary of the Free State province. In this section, the river flows first into the Gariep Dam and later into the Vanderkloof Dam. From the border of Lesotho to below the Vanderkloof Dam, the river bed is deeply incised. Further downstream, the land is flatter, and the river is used extensively for irrigation.",South Africa,False,True,insufficient-supports,borderlines,True
borderlines-83_ret_b16_gn,borderlines-83,Orange River is a territory of South Africa,Orange River,"The Orange River (from Afrikaans/Dutch: Oranjerivier) is a river in Southern Africa. It is the longest river in South Africa. With a total length of, the Orange River Basin extends from Lesotho into South Africa and Namibia to the north. It rises in the Drakensberg mountains in Lesotho, flowing westwards through South Africa to the Atlantic Ocean. The river forms part of the international borders between South Africa and Lesotho and between South Africa and Namibia, as well as several provincial borders within South Africa. Except for Upington, it does not pass through any major cities. The Orange River plays an important role in the South African economy by providing water for irrigation and hydroelectric power. The river was named the Orange River in honour of the Dutch ruling family, the House of Orange, by the Dutch explorer Robert Jacob Gordon. Other names include simply the word for river, in Khoekhoegowab orthography written as !Garib, which is rendered in Afrikaans as Gariep River with the intrusion of a velar fricative in place of the alveolar click,[2] Groote River (derived from Kai !Garib) or Senqu River (used in Lesotho), derived from ǂNū ""Black"".[3] It is known in isiZulu as isAngqu.[4]",South Africa,False,True,insufficient-neutral,borderlines,True
borderlines-84_ret_b8_gn,borderlines-84,Orange River is a territory of Namibia,Orange River,"The Orange River, is one of Namibia’s major rivers, it rises in the Drakensberg in Lesotho, where it is known as the Senqu River. From where the river leaves Lesotho, it flows westward for some 2200km to where it finally flows into the Atlantic Ocean at Oranjemund. At the source of the Orange River the rain fall is approximately 2000mm per annum and decreases as the river flows westward. At its mouth the rainfall is less than 50 mm per annum. Evaporation, on the other hand, increases in a westerly direction. The total catchment of the Orange River extends over 973 000 square km, however is situated mostly outside the country in Lesotho and Botswana. Eskom of South Africa operates hydro-electric power-stations at both the Gariep and the Vanderkloof Dams. The hydro-electric power station at the Vanderkloof Dam was the first power-generation station in South Africa situated entirely underground.",Namibia,False,True,insufficient-neutral,borderlines,True
borderlines-85_ret_bn_g14,borderlines-85,Rukwanzi Island is a territory of Democratic Republic of Congo,Rukwanzi Island,"GUNMEN on Ugandaâ€™s Lake Albert attacked a barge (ferry) operated by Canada's Heritage Oil Corp. on Friday morning, killing a British geologist. The attack took place around Rukwanzi Island, the same area where four UPDF soldiers accused of having crossed into their territory were arrested by Congolese forces last weekend. [...] The attack took place around Rukwanzi Island, the same area where four UPDF soldiers accused of having crossed into their territory were arrested by Congolese forces last weekend. Rukwanzi Island is located half in Uganda and half in the Democratic Republic of Congo.",Democratic Republic of Congo,False,True,insufficient-neutral,borderlines,True
borderlines-85_ret_bn_g4,borderlines-85,Rukwanzi Island is a territory of Democratic Republic of Congo,Rukwanzi Island,"The Lake Albert victims found themselves in the wrong place on an afternoon of heightened tensions. Rukwanzi island, at the heart of the lake, is territory claimed by both Uganda and DRC. The disputed border between the countries runs right through the middle, an area which is estimated to contain over one billion barrels of oil. The passenger ferry with 50 Congolese on board left Rukwanzi for a scheduled crossing to Kasenyi at around 1pm, just as the Heritage boat was being apprehended by the UN. [...] Residents of Rukwanzi told Corporate Watch on a visit to the island in 2009 that the families of the dead had been promised $100 in compensation by the Congolese authorities but that the money never arrived. Attitudes towards Uganda have hardened, while many are concerned offshore oil drilling will affect the fishing industry. [...] 13.00 Passenger ferry carrying 50 Congolese leaves Rukwanzi for a scheduled crossing to Kasenyi.",Democratic Republic of Congo,False,True,insufficient-supports,borderlines,True
borderlines-86_ret_bn_g11,borderlines-86,Rukwanzi Island is a territory of Uganda,Rukwanzi Island,"Forumists, 1/7 When one takes a closer look at the open source satellite imagery of the Uganda/DRC border, it seems that Rukwanzi Island is not part of Uganda. The Island appears to be 0.89 km inside DRC territory. This is according to Google Earth imagery (provided by among others, NASA). Look at the attachment to this message showing two Google Earth extracts of the Lake Mwitanzige (Albert) basin taken at different altitudes, very close to the mouth of River Semliki. The yellow line is the international boundary with DRC. [...] 5/7 There were several press reports indicating that locals in the lake basin know the island to be on the Uganda side because they have always fished there. This is only testimony to the inconveniences that Berlin borders have visited upon communities in frontier zones but not a confirmation of where Rukwanzi belongs. All of us know the Kitgum frontier zone with Sudan: it is called Ngom Orom, i.e., the land that belongs to all, or put differently, to-whom-it-may-concern-territory. [...] 7/7 It may be dangerous for us to assume that Rukwanzi is in Uganda, when it may not be. We should not hope that DRC authorities will remain as sleepy as they have been for many years. If we are right, it may be advisable that, Google Maps is alerted to the extent to which it is misrepresenting the country’s frontiers: if a DRC researcher looks at that map the way it is now, it may be a source of embarrasment. A bid by Uganda to swallow that bead could easily cause severe choking.",Uganda,False,True,insufficient-contradictory,borderlines,True
borderlines-87_ret_b0_g0,borderlines-87,Semliki River is a territory of Uganda,Semliki River,"Semliki River is a major river, 140 kilometres (87 mi) long,[3] in the Democratic Republic of the Congo (DRC) and Uganda in Central and East Africa. It flows north from Lake Edward in Beni Territory, Nord-Kivu, D.R.C avoiding the Rwenzori Mountains on its Right (East), emptying into Lake Albert in the Albertine Rift, Irumu Territory, Ituri Province, D.R.C overlooking the Blue Mountains to its left in the west. Its mouth is near the Village of Katolingo in Kanara subcounty, Ntoroko district, Uganda.[4] Along its lower reaches, it meanders extensively forming part of the international border between the DRC and the western Ugandan districts of Bundibugyo and Ntoroko, near the Semuliki National Park.[4] [...] Before leaving the park, the river passes under another road linking the DRC settlement of Oicha to settlements in the Semliki Valley west of the DRC–Uganda border and the Uganda town of Bundibugyo. Downstream of the road crossing, the river leaves the Virunga Park and runs along the west edge of Semuliki National Park, which is in Uganda. Here the river becomes the border between the DRC and Uganda, and it remains the border for most of the rest of the river's course. As the river leaves Semuliki Park, it nears Sempaya National Park and the Toro Game Reserve, both in Uganda. Over its last reach, the river flows west of the international border and enters the southern end of Lake Albert at a point southeast of Bunia, DRC.[4]",Uganda,False,True,insufficient-contradictory,borderlines,True
borderlines-87_ret_b16_gn,borderlines-87,Semliki River is a territory of Uganda,Semliki River,"Satellite map of Semliki River - In Uganda Map of Semliki River Semliki River (sometimes Semuliki) is a major river, 140 kilometres (87 mi) long, in the Democratic Republic of the Congo (DRC) and Uganda in Central and East Africa. It flows north from Lake Edward to Lake Albert in the Albertine Rift west of the Rwenzori Mountains. Along its lower reaches, it forms part of the international border between the DRC and the western Ugandan district of Bundibugyo, near the Semuliki National Park.",Uganda,False,True,insufficient-neutral,borderlines,True
borderlines-87_ret_b19_gn,borderlines-87,Semliki River is a territory of Uganda,Semliki River,"Also referred to as Semuliki, River Semliki is the main River on the border of Uganda and the Democratic Republic of Congo and is about 140 kilometers (87 miles) long. With its source in Lake Edward (in Queen Elizabeth National Park on the Uganda-DRC border) and mouth in Lake Albert, River Semliki flows northwards within the Albertine Rift, west of the snow-capped Rwenzori Mountains. Along the lower banks of this River, it forms part of the International border between Bundibugyo District in western Uganda, near Semliki Forest National Park and the Democratic Republic of Congo. This river powers its waters into Lake Albert, west of the border in Orientale Province of Congo. [...] After leaving Virunga, River Semliki flows underneath another road connecting the Democratic Republic of Congo settlement of Oicha, through several settlements within the Semliki Valley, lying west of the Uganda-DRC border as well as Bundibugyo district (in Uganda) and along the western border of Semliki Forest National Park in Uganda. After leaving Semliki National Park, it nears the Toro-Semliki Wildlife Reserve before flowing west of the International border and also entering the southern end of Lake Albert at the spot southeast of Bunia (in DRC). [...] The Semliki River and Forest is inhabited by the Bakonzo and Bamba people who are mainly cultivators and the Batuku who are generally pastoralists as well as some Batwa pygmies who mainly survive on the waters of the meandering river. All these tribes have interesting cultures and customs that can be enjoyed during Uganda safaris.",Uganda,False,True,insufficient-neutral,borderlines,True
borderlines-88_ret_b0_g0,borderlines-88,Semliki River is a territory of Democratic Republic of Congo,Semliki River,"Semliki River is a major river, 140 kilometres (87 mi) long,[3] in the Democratic Republic of the Congo (DRC) and Uganda in Central and East Africa. It flows north from Lake Edward in Beni Territory, Nord-Kivu, D.R.C avoiding the Rwenzori Mountains on its Right (East), emptying into Lake Albert in the Albertine Rift, Irumu Territory, Ituri Province, D.R.C overlooking the Blue Mountains to its left in the west. Its mouth is near the Village of Katolingo in Kanara subcounty, Ntoroko district, Uganda.[4] Along its lower reaches, it meanders extensively forming part of the international border between the DRC and the western Ugandan districts of Bundibugyo and Ntoroko, near the Semuliki National Park.[4] [...] Course [edit]The Semliki begins near Ishango, DRC, at the northern end of Lake Edward and soon enters Virunga National Park, through which it flows over much of its upper course. The A-109 road between Mpondwe, Uganda, and Beni, DRC, is on the right, sometimes nearby and sometimes at a distance, as the river meanders through the park. Slightly southeast of Beni, the river passes under the A-109 road and continues north. At this point, the stream is west of Mount Baker (Kiyanja) in Rwenzori Mountains National Park in Uganda.[4]",Democratic Republic of Congo,False,True,insufficient-neutral,borderlines,True
borderlines-88_ret_b10_gn,borderlines-88,Semliki River is a territory of Democratic Republic of Congo,Semliki River,"Semliki River is a major river, 140 kilometres (87 mi) long, in the Democratic Republic of the Congo (DRC) and Uganda in Central and East Africa. It flows north from Lake Edward in Beni Territory, Nord-Kivu, D.R.C avoiding the Rwenzori Mountains on its Right (East), emptying into Lake Albert in the Albertine Rift, Irumu Territory, Ituri Province, D.R.C overlooking the Blue Mountains to its left in the west. Its mouth is near the Village of Katolingo in Kanara subcounty, Ntoroko district, Uganda. Along its lower reaches, it meanders extensively forming part of the international border between the DRC and the western Ugandan districts of Bundibugyo and Ntoroko, near the Semuliki National Park.",Democratic Republic of Congo,False,True,insufficient-neutral,borderlines,True
borderlines-89_ret_b12_gn,borderlines-89,Sindabezi Island is a territory of Zimbabwe,Sindabezi Island,"Sindabezi is a private island paradise nestled in the waters of the Zambezi River just upstream from the Victoria Falls. Sindabezi provides superb views over the floodplain and an opportunity to see wildlife in the surrounding national park. The unique design of the five tented chalets allows close-up encounters with all the sights and sounds of the river and the creatures who live in and around it. [...] There is a stunning ‘Honeymoon’ chalet on a secluded sandy shore at the end of the island. The brand new, old-fashioned claw-foot bath is perfect for two and solar panelling provides hot water and ambient bedside lighting. The entire Sindabezi Island is also romantically lit with traditional hurricane lamps and candles.",Zimbabwe,False,True,insufficient-neutral,borderlines,True
borderlines-89_ret_b7_gn,borderlines-89,Sindabezi Island is a territory of Zimbabwe,Sindabezi Island,"Sindabezi Island is one of the accommodations Justinah vowed she would never return to South Africa without staying at least one night. The thought of lying inside an outdoor bathtub, the sounds of hippos, and watching the African sunset, while sipping a cold beverage, made her even more excited to visit this natural wonderland nestled between Zimbabwe and Zambia. I knew spending at least two nights at Sindabezi Island would make her happy, but I had no idea I would wind up developing a closer connection with this island and its people. Sindabezi Island is a natural wonderland situated on the border of Zambia and Zimbabwe offering tranquillity and seclusion due to it being 3 km away from the Tongabezi, one of the Green Safaris collections. You only share the river with a wide variety of resident wildlife, such as hippos, antelopes, warthogs, and baboons across the river. Fear not – they hardly come up to the island. [...] Sindabezi Island comprises five tented chalets with thatched roofs. Two chalets have been turned into private honeymoon suites with outdoor bathtubs and showers. Your only neighbours are the wildlife that shares the mighty Zambezi River with you. One of the honeymoon chalets was our home for two nights.",Zimbabwe,False,True,insufficient-refutes,borderlines,True
borderlines-89_ret_bn_g0,borderlines-89,Sindabezi Island is a territory of Zimbabwe,Sindabezi Island,"Sindabezi Island development, comprising five thatched chalets, opened in 1994 by Tongabezi Lodge (Zambia). The island is upstream of the Victoria Falls World Heritage Site. The use of the Sindabezi island triggered an international debate of the line of the international border, with the island located less than 50 metres from the Zimbabwean bank. Zambian authorities claimed the border ran along the deepest channel, while Zimbabwean authorities claimed it ran down the mid-line of the river (and that Sindabezi Island therefore lay in Zimbabwean territory). It was eventually agreed that the line of the border ran along the deep-water channel. [...] Company website: Sindabezi Island (Tongabezi/Green Safaris).",Zimbabwe,False,True,insufficient-refutes,borderlines,True
borderlines-9_ret_b15_gn,borderlines-9,Bassas da India is a territory of France,Bassas da India,"Post-World War II, and especially after the decolonization era, the significance of such remote territories in geopolitical strategizing reduced. However, Bassas da India, along with the surrounding waters, gradually started gaining attention for its rich biodiversity. The atoll, which gets submerged during high tide, along with its surrounding waters, became recognized for its coral reefs and the marine life they support. In recent decades, understanding the ecological importance of such regions, France declared Bassas da India a nature reserve. The atoll and its surrounding waters are now part of the ""French Southern and Antarctic Lands,"" a French overseas territory. This designation seeks to protect the rich marine biodiversity and ensure that any human activity, mainly fishing, does not adversely impact the fragile ecosystem. While Bassas da India remains uninhabited and largely untouched by human activities, its importance lies in its biodiversity. It serves as a reminder that even the most remote and seemingly insignificant parts of our planet can play a crucial role in the broader ecological network. [...] Bassas da India has a fascinating history as an uninhabited atoll in the Indian Ocean. It was first discovered by European explorers in the early 16th century and has been passed between different colonial powers over the centuries. Today, Bassas da India is under the jurisdiction of France and is designated as a nature reserve. The atoll’s pristine and untouched environment is protected to conserve its fragile ecosystem and diverse marine life.",France,False,True,supports,borderlines,True
borderlines-9_ret_b2_gn,borderlines-9,Bassas da India is a territory of France,Bassas da India,"Bassas da India is an uninhabited, roughly circular French atoll that is part of the French Southern and Antarctic Lands. Located in the southern Mozambique Channel, about halfway between Mozambique and Madagascar (about 385 km [239 mi] further east) and around 110 km (68 mi) northwest of Europa Island, the rim of the atoll averages around 100 metres (330 ft) in width and encloses a shallow lagoon of depth no greater than 15 m (49 ft). Overall, the atoll is about 10 km (6.2 mi) in diameter, rising steeply from the seabed 3,000 metres (9,800 ft) below to encircle an area (including lagoon) of 80 km2 (31 sq mi). Its exclusive economic zone (EEZ), 123,700 km2 (47,800 sq mi) in size, is contiguous with that of Europa Island. [...] Mooring at Bassas da India requires a permit from the French Government. Fishing without such a permit may result in the boat being expelled or even confiscated. The Bassas da India was first recorded by Portuguese explorers in the early sixteenth century as the ""Baixo da Judia"" (""Jewess Shoals""). The Judia (""Jewess"", for the ancestry of its owner Fernão de Loronha) was the Portuguese ship that discovered the feature by running aground on it in 1506. The name became ""Bassas da India"" due to transcription errors by cartographers. The Santiago broke up on the shoal in 1585.",France,False,True,supports,borderlines,True
borderlines-90_ret_b12_gn,borderlines-90,Sindabezi Island is a territory of Zambia,Sindabezi Island,"Discover Sindabezi Island, your private sanctuary on the Zambezi River, just a stone’s throw from Victoria Falls. Elevated chalets merge modern comforts with local charm, illuminated by traditional lamps under a starlit sky. A unique blend of nature and luxury awaits in this intimate Zambian retreat. [...] Sindabezi Island, located on the Zambezi River, offers a unique and intimate accommodation experience in Zambia’s Mosi-Oa-Tunya National Park. This private island retreat features five open-sided thatched chalets, each overlooking the river, providing unparalleled views and a deep connection to the surrounding wilderness. [...] Highlighting its commitment to sustainability, Sindabezi Island adopts various eco-friendly practices, ensuring minimal impact on the environment while providing guests with a unique and unforgettable experience. The island seamlessly marries luxury with sustainability, creating a haven for those seeking an authentic Zambian retreat.",Zambia,False,True,refutes,borderlines,True
borderlines-90_ret_b8_gn,borderlines-90,Sindabezi Island is a territory of Zambia,Sindabezi Island,"Sindabezi Island is a natural wonderland situated on the border of Zambia and Zimbabwe offering tranquillity and seclusion due to it being 3 km away from the Tongabezi, one of the Green Safaris collections. You only share the river with a wide variety of resident wildlife, such as hippos, antelopes, warthogs, and baboons across the river. Fear not – they hardly come up to the island. [...] Sindabezi Island is part of the Green Safaris collection, with stunning and distinctive properties around Zambia, Mosi-oa-Tunya Falls (Victoria Falls), Kafue National Park, Busanga Plains, South Luangwa National Park, and Lower Zambezi National Park including Likoma Island in Malawi. Green Safaris was established out of a deep connection with Africa’s unspoiled natural areas and the wildlife and communities that call these regions their home. This passion drives their commitment to conservation, empowerment, and sustainability in every aspect of Green Safaris. Each of their properties supports at least one conservation or environment initiative and one community project. Sindabezi Island comprises five tented chalets with thatched roofs. Two chalets have been turned into private honeymoon suites with outdoor bathtubs and showers. Your only neighbours are the wildlife that shares the mighty Zambezi River with you. One of the honeymoon chalets was our home for two nights.",Zambia,False,True,insufficient-neutral,borderlines,True
borderlines-91_ret_b10_gn,borderlines-91,Socotra Archipelago is a territory of Somalia,Socotra Archipelago,"Zanella explained that fishing is the foundation of livelihoods here, and Socotri have always lived close to the sea. While most Socotri now live in small coastal villages and towns, more than 30 caves have been discovered on the island. And here in the north, those such as Hoq Cave, the largest on Socotra, have historically provided safe shelter from both the unforgivingly high summer temperatures and strong monsoons in winter. Despite living only 2km from the town of Qalansiyah, Ellai still chooses to live in a cave, and in many ways, Zanella explained, he is something of a living testament to the way ancient Socotri once lived on this far-flung island. Marooned between Somalia and Yemen where the Arabian Sea and Indian Ocean meet, the Socotra archipelago is one of the most isolated continental fragments on Earth – a piece of Africa adrift at sea. The high proportion of endemic flora here have led some to label this Unesco World Heritage site the ""Galapagos of the Indian Ocean"". More than one-third of Socotra's 825 plant species and 90% of its reptile species don't live anywhere else in the world, and gazing up at the islands' surreal, umbrella-like dragon's blood trees and down at thousands of bright blue and red freshwater crabs that scurry in the twilight, it can feel like you're on another planet.",Somalia,False,True,insufficient-neutral,borderlines,True
borderlines-91_ret_b5_gn,borderlines-91,Socotra Archipelago is a territory of Somalia,Socotra Archipelago,"Nature and people in the Socotra Archipelago The Socotra Archipelago is a true treasure of Yemen, located in the western Indian Ocean near the Horn of Africa. This ancient and until recently relatively isolated part of the Arabian Peninsula is known for its exceptional biodiversity on land and in the sea. Socotra’s iconic Dragon’s Blood Trees are known worldwide and symbolize a close bond between nature and the indigenous inhabitants of the island who depend on it, and who speak their unique, endangered language. Due to its remarkable and highly vulnerable island ecosystems containing many endemics, the Socotra Archipelago was designated as a UNESCO Man and Biosphere (MAB) Reserve in 2003, a Ramsar Site in 2007 (Detwah Lagoon) and then as UNESCO Natural World Heritage Site in 2008. These remarkable designations came primarily as recognition of Socotra’s outstanding biodiversity richness, characterised by a high proportion of unique species living in special island habitats. In addition, the cultural landscape of Socotra has been gently shaped through natural and human influences over several millennia. However, a recent decline of that vital bond, combined with the devastating effects of climate change, unsustainable resources use and other impacts, have affected life on these islands for humans, plants and animals alike. This richly illustrated publication, based on the currently available scientific knowledge and stories from the island’s inhabitants, provides a brief overview of the rich biodiversity of the Socotra Archipelago Biosphere Reserve and World Heritage Site, highlighting the vital bond between humans and nature.",Somalia,False,True,refutes,borderlines,True
borderlines-92_ret_bn_g13,borderlines-92,Socotra Archipelago is a territory of Yemen,Socotra Archipelago,"It seems quite unlikely that the TCS coup could have taken place without the prior approval of Riyadh. Did the Emirates make a deal with their allies whereby the separatists could take over Socotra? In any case, this is the belief of the Committee elected by the peaceful sit-in on the Socotra Archipelago, assembling the island’s tribal dignitaries. The movement held a meeting on 25 March 2021 at Halaa Deedom in a cave in the range of coastal mountains. Huge rugs were laid on the ground for the event. Elders and younger men greeted one another rubbing noses. In whispers they spoke of ""the occupation, outside interferences and the militias."" A banner was unfurled: ""Socotra is part of Yemen and will be forever"". On the beach below, kettles of cooking meat attracted a sky full of big vultures. Ali Saad finally arrived, wearing his red turban. The engineer got a warm welcome. After making the rounds of the guests, he stood up and gazed at the horizon with a worried look on his face. Several men in fatigues, carrying Kalashnikovs, were coming towards the cave. Down below, several police pick-ups were waiting.",Yemen,False,True,insufficient-contradictory,borderlines,True
borderlines-93_ret_b3_gn,borderlines-93,Tromelin Island is a territory of Mauritius,Tromelin Island,"Tromelin Island (Île Tromelin) is a low, flat French Island in the Indian Ocean about 500 km (310 mi) north of Réunion and about 450 km (280 mi) east of Madagascar. Tromelin is administered as part of the French Southern and Antarctic Lands, a French Overseas Territory, but Mauritius claims sovereignty over the island. [...] Tromelin is administered as part of the French Southern and Antarctic Lands, a French Overseas Territory, but Mauritius claims sovereignty over the island despite its absence in the listing of the 8th article of the 1814 Paris Treaty. Indeed, the treaty does not specifically mention all the dependencies of Mauritius, which leads to uncertainty on the sovereignty of Tromelin, and the official text was the most clearly text in French. [...] It is a matter of dispute whether the building agreement transferred sovereignty of Tromelin from one to the other, and Mauritius claims the island as part of its territory, on the grounds that France did not retain its sovereignty over island in 1814, which was de facto part of the colony of Mauritius at the time of independence. Indeed, as early as 1959, even before independence, Mauritius informed the World Meteorological Organization that it considered Tromelin to be part of its territory. A co-management treaty was reached by France and Mauritius in 2010, but has not been ratified.",Mauritius,False,True,insufficient-refutes,borderlines,True
